ticket_id,issue_area,issue_category,issue_sub_category,customer_sentiment,issue_complexity,product_category,product_sub_category,priority
313,Order,Order Delivery Issues,Package not delivered,frustrated,less,Men/Women/Kids,Backpack,high
314,Order,Order Delivery Issues,Package not delivered,frustrated,medium,Men/Women/Kids,Backpack,high
315,Order,Order Delivery Issues,Package not delivered,frustrated,high,Men/Women/Kids,Backpack,urgent
316,Order,Order Delivery Issues,Package not delivered,neutral,less,Men/Women/Kids,Wrist Watch,low
317,Order,Order Delivery Issues,Package not delivered,neutral,medium,Men/Women/Kids,Wrist Watch,medium
318,Order,Order Delivery Issues,Package not delivered,neutral,high,Men/Women/Kids,Wrist Watch,high
319,Order,Order Delivery Issues,Package not delivered,negative,less,Men/Women/Kids,Wrist Watch,medium
320,Order,Order Delivery Issues,Package not delivered,negative,medium,Men/Women/Kids,Wrist Watch,urgent
321,Order,Order Delivery Issues,Package not delivered,negative,high,Men/Women/Kids,Wrist Watch,medium
322,Order,Order Delivery Issues,Package not delivered,frustrated,less,Men/Women/Kids,Wrist Watch,high
323,Order,Order Delivery Issues,Package not delivered,frustrated,medium,Men/Women/Kids,Wrist Watch,high
324,Order,Order Delivery Issues,Package not delivered,frustrated,high,Men/Women/Kids,Wrist Watch,urgent
325,Order,Order Delivery Issues,Package shows as delivered but cannot be found,neutral,less,Electronics,Laptop,low
326,Order,Order Delivery Issues,Package shows as delivered but cannot be found,neutral,medium,Electronics,Laptop,medium
327,Order,Order Delivery Issues,Package shows as delivered but cannot be found,neutral,high,Electronics,Laptop,medium
328,Order,Order Delivery Issues,Package shows as delivered but cannot be found,negative,less,Electronics,Laptop,medium
329,Order,Order Delivery Issues,Package shows as delivered but cannot be found,negative,medium,Electronics,Laptop,high
330,Order,Order Delivery Issues,Package shows as delivered but cannot be found,negative,high,Electronics,Laptop,high
331,Order,Order Delivery Issues,Package shows as delivered but cannot be found,frustrated,less,Electronics,Laptop,high
332,Order,Order Delivery Issues,Package shows as delivered but cannot be found,frustrated,medium,Electronics,Laptop,high
333,Order,Order Delivery Issues,Package shows as delivered but cannot be found,frustrated,high,Electronics,Laptop,urgent
334,Order,Order Delivery Issues,Package shows as delivered but cannot be found,neutral,less,Electronics,Mobile,medium
335,Order,Order Delivery Issues,Package shows as delivered but cannot be found,neutral,medium,Electronics,Mobile,medium
336,Order,Order Delivery Issues,Package shows as delivered but cannot be found,neutral,high,Electronics,Mobile,medium
337,Order,Order Delivery Issues,Package shows as delivered but cannot be found,negative,less,Electronics,Mobile,medium
338,Order,Order Delivery Issues,Package shows as delivered but cannot be found,negative,medium,Electronics,Mobile,high
339,Order,Order Delivery Issues,Package shows as delivered but cannot be found,negative,high,Electronics,Mobile,high
340,Order,Order Delivery Issues,Package shows as delivered but cannot be found,frustrated,less,Electronics,Mobile,high
341,Order,Order Delivery Issues,Package shows as delivered but cannot be found,frustrated,medium,Electronics,Mobile,high
342,Order,Order Delivery Issues,Package shows as delivered but cannot be found,frustrated,high,Electronics,Mobile,urgent
343,Order,Order Delivery Issues,Package shows as delivered but cannot be found,neutral,less,Electronics,Television,low
344,Order,Order Delivery Issues,Package shows as delivered but cannot be found,neutral,medium,Electronics,Television,medium
345,Order,Order Delivery Issues,Package shows as delivered but cannot be found,neutral,high,Electronics,Television,high
346,Order,Order Delivery Issues,Package shows as delivered but cannot be found,negative,less,Electronics,Television,medium
347,Order,Order Delivery Issues,Package shows as delivered but cannot be found,negative,medium,Electronics,Television,high
348,Order,Order Delivery Issues,Package shows as delivered but cannot be found,negative,high,Electronics,Television,high
349,Order,Order Delivery Issues,Package shows as delivered but cannot be found,frustrated,less,Electronics,Television,high
350,Order,Order Delivery Issues,Package shows as delivered but cannot be found,frustrated,medium,Electronics,Television,high
351,Order,Order Delivery Issues,Package shows as delivered but cannot be found,frustrated,high,Electronics,Television,urgent
352,Order,Order Delivery Issues,Package shows as delivered but cannot be found,neutral,less,Electronics,Tablet,low
353,Order,Order Delivery Issues,Package shows as delivered but cannot be found,neutral,medium,Electronics,Tablet,medium
354,Order,Order Delivery Issues,Package shows as delivered but cannot be found,neutral,high,Electronics,Tablet,medium
355,Order,Order Delivery Issues,Package shows as delivered but cannot be found,negative,less,Electronics,Tablet,medium
356,Order,Order Delivery Issues,Package shows as delivered but cannot be found,negative,medium,Electronics,Tablet,high
357,Order,Order Delivery Issues,Package shows as delivered but cannot be found,negative,high,Electronics,Tablet,high
358,Order,Order Delivery Issues,Package shows as delivered but cannot be found,frustrated,less,Electronics,Tablet,high
359,Order,Order Delivery Issues,Package shows as delivered but cannot be found,frustrated,medium,Electronics,Tablet,high
360,Order,Order Delivery Issues,Package shows as delivered but cannot be found,frustrated,high,Electronics,Tablet,urgent
361,Order,Order Delivery Issues,Package shows as delivered but cannot be found,neutral,less,Electronics,Headphone,low
362,Order,Order Delivery Issues,Package shows as delivered but cannot be found,neutral,medium,Electronics,Headphone,medium
363,Order,Order Delivery Issues,Package shows as delivered but cannot be found,neutral,high,Electronics,Headphone,medium
364,Order,Order Delivery Issues,Package shows as delivered but cannot be found,negative,less,Electronics,Headphone,medium
365,Order,Order Delivery Issues,Package shows as delivered but cannot be found,negative,medium,Electronics,Headphone,high
366,Order,Order Delivery Issues,Package shows as delivered but cannot be found,negative,high,Electronics,Headphone,high
367,Order,Order Delivery Issues,Package shows as delivered but cannot be found,frustrated,less,Electronics,Headphone,high
368,Order,Order Delivery Issues,Package shows as delivered but cannot be found,frustrated,medium,Electronics,Headphone,high
369,Order,Order Delivery Issues,Package shows as delivered but cannot be found,frustrated,high,Electronics,Headphone,urgent
370,Order,Order Delivery Issues,Package shows as delivered but cannot be found,neutral,less,Electronics,DSLR Camera,low
371,Order,Order Delivery Issues,Package shows as delivered but cannot be found,neutral,medium,Electronics,DSLR Camera,medium
372,Order,Order Delivery Issues,Package shows as delivered but cannot be found,neutral,high,Electronics,DSLR Camera,medium
373,Order,Order Delivery Issues,Package shows as delivered but cannot be found,negative,less,Electronics,DSLR Camera,medium
374,Order,Order Delivery Issues,Package shows as delivered but cannot be found,negative,medium,Electronics,DSLR Camera,high
375,Order,Order Delivery Issues,Package shows as delivered but cannot be found,negative,high,Electronics,DSLR Camera,high
376,Order,Order Delivery Issues,Package shows as delivered but cannot be found,frustrated,less,Electronics,DSLR Camera,high
377,Order,Order Delivery Issues,Package shows as delivered but cannot be found,frustrated,medium,Electronics,DSLR Camera,high
378,Order,Order Delivery Issues,Package shows as delivered but cannot be found,frustrated,high,Electronics,DSLR Camera,urgent
379,Order,Order Delivery Issues,Package shows as delivered but cannot be found,neutral,less,Appliances,Refrigerator,low
380,Order,Order Delivery Issues,Package shows as delivered but cannot be found,neutral,medium,Appliances,Refrigerator,medium
381,Order,Order Delivery Issues,Package shows as delivered but cannot be found,neutral,high,Appliances,Refrigerator,medium
382,Order,Order Delivery Issues,Package shows as delivered but cannot be found,negative,less,Appliances,Refrigerator,medium
383,Order,Order Delivery Issues,Package shows as delivered but cannot be found,negative,medium,Appliances,Refrigerator,high
384,Order,Order Delivery Issues,Package shows as delivered but cannot be found,negative,high,Appliances,Refrigerator,high
385,Order,Order Delivery Issues,Package shows as delivered but cannot be found,frustrated,less,Appliances,Refrigerator,high
386,Order,Order Delivery Issues,Package shows as delivered but cannot be found,frustrated,medium,Appliances,Refrigerator,high
387,Order,Order Delivery Issues,Package shows as delivered but cannot be found,frustrated,high,Appliances,Refrigerator,urgent
388,Order,Order Delivery Issues,Package shows as delivered but cannot be found,neutral,less,Appliances,Washing Machine,medium
389,Order,Order Delivery Issues,Package shows as delivered but cannot be found,neutral,medium,Appliances,Washing Machine,medium
390,Order,Order Delivery Issues,Package shows as delivered but cannot be found,neutral,high,Appliances,Washing Machine,medium
391,Order,Order Delivery Issues,Package shows as delivered but cannot be found,negative,less,Appliances,Washing Machine,medium
392,Order,Order Delivery Issues,Package shows as delivered but cannot be found,negative,medium,Appliances,Washing Machine,high
393,Order,Order Delivery Issues,Package shows as delivered but cannot be found,negative,high,Appliances,Washing Machine,high
394,Order,Order Delivery Issues,Package shows as delivered but cannot be found,frustrated,less,Appliances,Washing Machine,high
395,Order,Order Delivery Issues,Package shows as delivered but cannot be found,frustrated,medium,Appliances,Washing Machine,high
396,Order,Order Delivery Issues,Package shows as delivered but cannot be found,frustrated,high,Appliances,Washing Machine,urgent
397,Order,Order Delivery Issues,Package shows as delivered but cannot be found,neutral,less,Appliances,Microwave Oven,low
398,Order,Order Delivery Issues,Package shows as delivered but cannot be found,neutral,medium,Appliances,Microwave Oven,medium
399,Order,Order Delivery Issues,Package shows as delivered but cannot be found,neutral,high,Appliances,Microwave Oven,medium
400,Order,Order Delivery Issues,Package shows as delivered but cannot be found,negative,less,Appliances,Microwave Oven,medium
401,Order,Order Delivery Issues,Package shows as delivered but cannot be found,negative,medium,Appliances,Microwave Oven,urgent
402,Order,Order Delivery Issues,Package shows as delivered but cannot be found,negative,high,Appliances,Microwave Oven,high
403,Order,Order Delivery Issues,Package shows as delivered but cannot be found,frustrated,less,Appliances,Microwave Oven,high
404,Order,Order Delivery Issues,Package shows as delivered but cannot be found,frustrated,medium,Appliances,Microwave Oven,high
405,Order,Order Delivery Issues,Package shows as delivered but cannot be found,frustrated,high,Appliances,Microwave Oven,urgent
406,Order,Order Delivery Issues,Package shows as delivered but cannot be found,neutral,less,Appliances,Air Conditioner,low
407,Order,Order Delivery Issues,Package shows as delivered but cannot be found,neutral,medium,Appliances,Air Conditioner,high
408,Order,Order Delivery Issues,Package shows as delivered but cannot be found,neutral,high,Appliances,Air Conditioner,medium
409,Order,Order Delivery Issues,Package shows as delivered but cannot be found,negative,less,Appliances,Air Conditioner,medium
410,Order,Order Delivery Issues,Package shows as delivered but cannot be found,negative,medium,Appliances,Air Conditioner,urgent
411,Order,Order Delivery Issues,Package shows as delivered but cannot be found,negative,high,Appliances,Air Conditioner,high
412,Order,Order Delivery Issues,Package shows as delivered but cannot be found,frustrated,less,Appliances,Air Conditioner,high
413,Order,Order Delivery Issues,Package shows as delivered but cannot be found,frustrated,medium,Appliances,Air Conditioner,high
414,Order,Order Delivery Issues,Package shows as delivered but cannot be found,frustrated,high,Appliances,Air Conditioner,urgent
415,Order,Order Delivery Issues,Package shows as delivered but cannot be found,neutral,less,Appliances,Water Purifier,low
416,Order,Order Delivery Issues,Package shows as delivered but cannot be found,neutral,medium,Appliances,Water Purifier,medium
417,Order,Order Delivery Issues,Package shows as delivered but cannot be found,neutral,high,Appliances,Water Purifier,medium
418,Order,Order Delivery Issues,Package shows as delivered but cannot be found,negative,less,Appliances,Water Purifier,medium
419,Order,Order Delivery Issues,Package shows as delivered but cannot be found,negative,medium,Appliances,Water Purifier,high
420,Order,Order Delivery Issues,Package shows as delivered but cannot be found,negative,high,Appliances,Water Purifier,high
421,Order,Order Delivery Issues,Package shows as delivered but cannot be found,frustrated,less,Appliances,Water Purifier,medium
422,Order,Order Delivery Issues,Package shows as delivered but cannot be found,frustrated,medium,Appliances,Water Purifier,high
423,Order,Order Delivery Issues,Package shows as delivered but cannot be found,frustrated,high,Appliances,Water Purifier,urgent
424,Order,Order Delivery Issues,Package shows as delivered but cannot be found,neutral,less,Appliances,Oven Toaster Grills (OTG),low
425,Order,Order Delivery Issues,Package shows as delivered but cannot be found,neutral,medium,Appliances,Oven Toaster Grills (OTG),medium
426,Order,Order Delivery Issues,Package shows as delivered but cannot be found,neutral,high,Appliances,Oven Toaster Grills (OTG),medium
427,Order,Order Delivery Issues,Package shows as delivered but cannot be found,negative,less,Appliances,Oven Toaster Grills (OTG),medium
428,Order,Order Delivery Issues,Package shows as delivered but cannot be found,negative,medium,Appliances,Oven Toaster Grills (OTG),high
429,Order,Order Delivery Issues,Package shows as delivered but cannot be found,negative,high,Appliances,Oven Toaster Grills (OTG),high
430,Order,Order Delivery Issues,Package shows as delivered but cannot be found,frustrated,less,Appliances,Oven Toaster Grills (OTG),high
431,Order,Order Delivery Issues,Package shows as delivered but cannot be found,frustrated,medium,Appliances,Oven Toaster Grills (OTG),high
432,Order,Order Delivery Issues,Package shows as delivered but cannot be found,frustrated,high,Appliances,Oven Toaster Grills (OTG),urgent
433,Order,Order Delivery Issues,Package shows as delivered but cannot be found,neutral,less,Men/Women/Kids,T-Shirt,low
434,Order,Order Delivery Issues,Package shows as delivered but cannot be found,neutral,medium,Men/Women/Kids,T-Shirt,medium
435,Order,Order Delivery Issues,Package shows as delivered but cannot be found,neutral,high,Men/Women/Kids,T-Shirt,high
436,Order,Order Delivery Issues,Package shows as delivered but cannot be found,negative,less,Men/Women/Kids,T-Shirt,medium
